Long_Desc                                                                    DHA
Beans, white, mature seeds, raw (Phaseolus vulgaris)                         0.0
Beans, white, mature seeds, cooked, boiled, without salt                     0.0
Broadbeans (fava beans), mature seeds, raw (Vicia faba)                      0.0
Broadbeans (fava beans), mature seeds, cooked, boiled, without salt          0.0
Carob flour (Ceratonia siliqua)                                              0.0
Chickpeas (garbanzo beans, bengal gram), mature seeds, raw (Cicer arie       0.0
Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled,       0.0
Chili with beans, canned                                                     0.0
Miso                                                                         0.0
Soy flour, full-fat, raw                                                     0.0
Soy sauce made from soy and wheat (shoyu), low sodium                        0.0
Frijoles rojos volteados (Refried beans, red, canned)                        0.0
Soymilk, chocolate and other flavors, light, with added calcium, vitam       0.0
Soymilk (all flavors), nonfat, with added calcium, vitamins A and D          0.0
Soymilk, chocolate, nonfat, with added calcium, vitamins A and D             0.0
Beans, black, mature seeds, cooked, boiled, with salt                        0.0
Beans, black, mature seeds, canned, low sodium                               0.0
Beans, great northern, mature seeds, canned, low sodium                      0.0
Beans, kidney, all types, mature seeds, cooked, boiled, with salt            0.0
Beans, kidney, red, mature seeds, canned, drained solids, rinsed in ta       0.0
