|NDB_No|FdGrp_Cd|Long_Desc|SE
3250|11579|1100|Vegetables, mixed, canned, solids and liquids|0.2
4322|14267|1400|Beverages, Fruit punch drink, with added nutrients, canned|0.2
2467|9518|900|Raspberries, frozen, unsweetened|0.2
4178|14079|1400|Beverages, yellow green colored citrus soft drink with caffeine|0.2
4182|14084|1400|Alcoholic beverage, wine, table, all|0.2
6859|21347|2100|McDONALD'S, NEWMAN'S OWN Creamy Caesar Dressing|0.2
3471|11857|1100|Squash, summer, all varieties, cooked, boiled, drained, with salt|0.2
4302|14242|1400|Cranberry juice cocktail, bottled|0.2
3124|11401|1100|Potatoes, frozen, whole, cooked, boiled, drained, without salt|0.2
4321|14264|1400|Beverages, fruit punch drink, without added nutrients, canned|0.2
3472|11858|1100|Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt|0.2
3459|11845|1100|Pumpkin, cooked, boiled, drained, with salt|0.2
4187|14091|1400|Beverages, almond milk, unsweetened, shelf stable|0.2
2464|9515|900|Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS|0.2
3254|11585|1100|Vegetable juice cocktail, low sodium, canned|0.2
4188|14092|1400|Beverages, chocolate almond milk, unsweetened, shelf-stable, fortified with vitamin D2 and E|0.2
4320|14263|1400|Beverages, citrus fruit juice drink, frozen concentrate, prepared with water|0.1
4477|14647|1400|Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium|0.1
4294|14234|1400|Beverages, OCEAN SPRAY, Cran Lemonade|0.1
4137|14025|1400|Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix|0.1
2166|9052|900|Blueberries, canned, heavy syrup, solids and liquids|0.1
2168|9054|900|Blueberries, frozen, unsweetened|0.1
2222|9112|900|Grapefruit, raw, pink and red, all areas (Citrus paradisi)|0.1
2165|9050|900|Blueberries, raw (Vaccinium spp.)|0.1
2962|11210|1100|Eggplant, cooked, boiled, drained, without salt|0.1
436|3174|300|Babyfood, juice, orange and apple and banana|0.1
4139|14027|1400|Alcoholic beverage, whiskey sour, canned|0.1
437|3175|300|Babyfood, juice, orange and apricot|0.1
2190|9078|900|Cranberries, raw (Vaccinium macrocarpon)|0.1
2201|9090|900|Figs, canned, water pack, solids and liquids|0.1
435|3173|300|Babyfood, juice, orange and apple|0.1
6245|19230|1900|Frostings, vanilla, creamy, ready-to-eat|0.1
428|3166|300|Babyfood, juice, apple|0.1
4478|14648|1400|Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin|0.1
434|3172|300|Babyfood, juice, orange|0.1
2958|11206|1100|Cucumber, peeled, raw|0.1
431|3169|300|Babyfood, apple-cranberry juice|0.1
4293|14233|1400|Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink|0.1
2418|9413|900|Pears, raw, red anjou (Pyrus communis)|0.1
2145|9027|900|Apricots, canned, heavy syrup pack, with skin, solids and liquids|0.1
8615|42267|300|Babyfood, juice, orange-carrot|0.1
4251|14174|1400|Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C|0.1
8424|35198|3500|Prickly pears, raw (Northern Plains Indians)|0.1
503|3301|300|Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS|0.1
4245|14166|1400|Beverages, carbonated, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine|0.1
4190|14095|1400|Beverages, MINUTE MAID, Lemonada, Limeade|0.1
3044|11297|1100|Parsley, fresh (Petroselinum crispum)|0.1
4241|14162|1400|Beverages, Apple juice drink, light, fortified with vitamin C|0.1
4239|14160|1400|Alcoholic beverage, wine, table, white, Chardonnay|0.1
4236|14157|1400|Beverages, carbonated, root beer|0.1
4232|14153|1400|Beverages, carbonated, pepper-type, contains caffeine|0.1
8614|42266|300|Babyfood, juice, apple-sweet potato|0.1
2144|9026|900|Apricots, canned, light syrup pack, with skin, solids and liquids|0.1
2417|9412|900|Pears, raw, bartlett (Pyrus communis)|0.1
4200|14106|1400|Alcoholic beverage, wine, table, white|0.1
4207|14119|1400|Beverages, Mixed vegetable and fruit juice drink, with added nutrients|0.1
4217|14136|1400|Beverages, carbonated, ginger ale|0.1
4228|14149|1400|Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners|0.1
6860|21348|2100|McDONALD'S, NEWMAN'S OWN Low Fat Balsamic Vinaigrette|0.1
4227|14148|1400|Beverages, carbonated, cola, regular|0.1
4226|14147|1400|Beverages, carbonated, cola, without caffeine|0.1
3087|11360|1100|Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated|0.1
4225|14146|1400|Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine|0.1
4261|14189|1400|Beverages, The COCA-COLA company, Minute Maid, Lemonade|0.1
488|3269|300|Babyfood, juice, apple, with calcium|0.1
487|3268|300|Babyfood, juice, apple and cherry|0.1
486|3267|300|Babyfood, juice, fruit punch, with calcium|0.1
2142|9024|900|Apricots, canned, juice pack, with skin, solids and liquids|0.1
2140|9022|900|Apricots, canned, water pack, with skin, solids and liquids|0.1
2139|9021|900|Apricots, raw (Prunus armeniaca)|0.1
4291|14227|1400|Beverages, OCEAN SPRAY, White Cranberry Strawberry Flavored Juice Drink|0.1
438|3176|300|Babyfood, juice, orange and banana|0.1
2136|9018|900|Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid|0.1
4480|14651|1400|Beverages, fruit juice drink, greater than 3% juice, high vitamin C|0.1
4288|14223|1400|Beverages, coffee, instant, chicory|0.1
2134|9016|900|Apple juice, canned or bottled, unsweetened, without added ascorbic acid|0.1
4285|14220|1400|Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled|0.1
4280|14215|1400|Beverages, coffee, instant, regular, prepared with water|0.1
439|3177|300|Babyfood, juice, orange and pineapple|0.1
440|3178|300|Babyfood, juice, prune and orange|0.1
2120|9002|900|Acerola juice, raw|0.1
2231|9123|900|Grapefruit juice, white, canned or bottled, unsweetened|0.1
8656|43098|1900|Pie fillings, cherry, low calorie|0.1
1648|7034|700|Headcheese, pork|0.1
4806|16069|1600|Lentils, raw (Lens culinaris)|0.1
3001|11252|1100|Lettuce, iceberg (includes crisphead types), raw (Lactuca sativa var. capitata)|0.1
4270|14201|1400|Beverages, coffee, brewed, prepared with tap water, decaffeinated|0.1
485|3265|300|Babyfood, juice, apple and grape|0.1
4131|14016|1400|Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink|0.1
4154|14048|1400|Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6|0.1
2232|9124|900|Grapefruit juice, white, canned, sweetened|0.1
2308|9232|900|Passion-fruit juice, purple, raw|0.1
2345|9272|900|Pineapple, frozen, chunks, sweetened|0.1
2339|9266|900|Pineapple, raw, all varieties (Ananas comosus)|0.1
2333|9260|900|Pears, dried, sulfured, stewed, without added sugar|0.1
377|3098|300|Babyfood, vegetables, beets, strained|0.1
2325|9252|900|Pears, raw (Pyrus communis)|0.1
8753|43535|300|Babyfood, juice, apple - cherry|0.1
4381|14408|1400|Beverages, orange-flavor drink, breakfast type, powder, prepared with water|0.1
4377|14400|1400|Beverages, carbonated, cola, fast-food cola|0.1
4421|14541|1400|Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water|0.1
4370|14371|1400|Beverages, tea, instant, lemon, sweetened, prepared with water|0.1
2310|9236|900|Peaches, yellow, raw (Prunus persica)|0.1
2309|9233|900|Passion-fruit juice, yellow, raw (Passiflora edulis f. flavicarpa)|0.1
2303|9223|900|Tangerine juice, canned, sweetened|0.1
2470|9522|900|Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium|0.1
2302|9221|900|Tangerine juice, raw|0.1
2864|11082|1100|Beets, canned, regular pack, solids and liquids|0.1
2299|9218|900|Tangerines, (mandarin oranges), raw (Citrus reticulata)|0.1
2298|9217|900|Orange-grapefruit juice, canned or bottled, unsweetened|0.1
392|3121|300|Babyfood, vegetables, peas, strained|0.1
2296|9215|900|Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water|0.1
4357|14341|1400|Beverages, pineapple and orange juice drink, canned|0.1
4356|14334|1400|Beverages, pineapple and grapefruit juice drink, canned|0.1
2293|9212|900|Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium|0.1
2292|9211|900|Orange juice, chilled, includes from concentrate, with added calcium|0.1
2291|9210|900|Orange juice, chilled, includes from concentrate, with added calcium and vitamin D|0.1
2290|9209|900|Orange juice, chilled, includes from concentrate|0.1
2346|9273|900|Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid|0.1
2348|9275|900|Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water|0.1
2288|9206|900|Orange juice, raw|0.1
2450|9452|900|Orange Pineapple Juice Blend|0.1
2416|9411|900|Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid|0.1
2414|9409|900|Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid|0.1
4392|14425|1400|Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water|0.1
3437|11821|1100|Peppers, sweet, red, raw|0.1
2430|9430|900|Pineapple, raw, extra sweet variety (Ananas comosus)|0.1
2433|9433|900|Clementines, raw (Citrus clementina hort. ex Tanaka)|0.1
2407|9400|900|Apple juice, canned or bottled, unsweetened, with added ascorbic acid|0.1
2442|9443|900|Juice, apple and grape blend, with added ascorbic acid|0.1
2404|9374|900|Pears, canned, heavy syrup, drained|0.1
2400|9357|900|Apricots, canned, heavy syrup, drained|0.1
2443|9444|900|Juice, apple, grape and pear blend, with added ascorbic acid and calcium|0.1
2397|9352|900|Blueberries, canned, light syrup, drained|0.1
2395|9340|900|Pears, asian, raw (Pyrus pyrifolia (Burman f.) Nakai)|0.1
373|3091|300|Babyfood, vegetables, green beans, strained|0.1
6393|19709|1900|Puddings, tapioca, dry mix, with no added salt|0.1
2453|9502|900|Apples, raw, granny smith, with skin (Malus domestica)|0.1
3399|11783|1100|Eggplant, cooked, boiled, drained, with salt|0.1
8775|44074|300|Babyfood, grape juice, no sugar, canned|0.1
295|2047|200|Salt, table|0.1
296|2048|200|Vinegar, cider|0.1
2456|9506|900|Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E|0.1
2374|9304|900|Raspberries, canned, red, heavy syrup pack, solids and liquids|0.1
4413|14530|1400|Whiskey sour mix, bottled, with added potassium and sodium|0.1
4414|14531|1400|Alcoholic beverage, whiskey sour|0.1
2364|9292|900|Plums, dried (prunes), stewed, without added sugar|0.1
2466|9517|900|Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium|0.1
2289|9207|900|Orange juice, canned, unsweetened|0.1
2468|9519|900|Guava nectar, with sucralose, canned|0.1
2240|9132|900|Grapes, red or green (European type, such as Thompson seedless), raw (Vitis vinifera)|0.1
6280|19281|1900|Frozen novelties, ice type, italian, restaurant-prepared|0.1
6279|19280|1900|Frozen novelties, ice type, lime|0.1
2261|9161|900|Lime juice, canned or bottled, unsweetened|0.1
2234|9126|900|Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water|0.1
2260|9160|900|Lime juice, raw|0.1
8710|43346|1900|Frozen novelties, juice type, orange|0.1
2257|9154|900|Lemon juice, frozen, unsweetened, single strength|0.1
2236|9128|900|Grapefruit juice, white, raw|0.1
2255|9152|900|Lemon juice, raw|0.1
4332|14282|1400|Beverages, grape juice drink, canned|0.1
8721|43382|900|Cranberry juice, unsweetened|0.1
2900|11124|1100|Carrots, raw (Daucus carota)|0.1
4128|14010|1400|Alcoholic beverage, daiquiri, prepared-from-recipe|0.1
2242|9134|900|Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids|0.1
4127|14009|1400|Alcoholic beverage, daiquiri, canned|0.1
2241|9133|900|Grapes, canned, thompson seedless, water pack, solids and liquids|0.1
393|3122|300|Babyfood, peas, dices, toddler|0.1
2239|9131|900|Grapes, american type (slip skin), raw (Vitis spp.)|0.1
4340|14293|1400|Lemonade, frozen concentrate, white, prepared with water|0.1
2256|9153|900|Lemon juice from concentrate, canned or bottled|0.1
4327|14277|1400|Beverages, grape drink, canned|0.1
8731|43404|1400|Beverages, cranberry-apple juice drink, low calorie, with vitamin C added|0.1
4429|14552|1400|Carbonated beverage, chocolate-flavored soda|0.1
4355|14327|1400|Beverages, orange and apricot juice drink, canned|0.1
398|3131|300|Babyfood, fruit, peaches, junior|0.1
397|3130|300|Babyfood, fruit, peaches, strained|0.1
4344|14303|1400|Limeade, frozen concentrate, prepared with water|0.1
685|4517|400|Oil, grapeseed|0.0
684|4516|400|Oil, teaseed|0.0
683|4515|400|Oil, tomatoseed|0.0
686|4518|400|Oil, corn, industrial and retail, all purpose salad or cooking|0.0
682|4514|400|Oil, poppyseed|0.0
716|4581|400|Oil, avocado|0.0
681|4513|400|Vegetable oil, palm kernel|0.0
680|4511|400|Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)|0.0
679|4510|400|Oil, safflower, salad or cooking, linoleic, (over 70%)|0.0
678|4506|400|Oil, sunflower, linoleic, (approx. 65%)|0.0
677|4502|400|Oil, cottonseed, salad or cooking|0.0
62|1069|100|Cream substitute, powdered|0.0
676|4501|400|Oil, cocoa butter|0.0
4133|14019|1400|Alcoholic beverage, tequila sunrise, canned|0.0
689|4529|400|Oil, almond|0.0
6424|19868|1900|Sweeteners, tabletop, sucralose, SPLENDA packets|0.0
8609|42256|400|Margarine-like, vegetable oil spread, stick or tub, sweetened|0.0
657|4044|400|Oil, soybean, salad or cooking|0.0
658|4047|400|Oil, coconut|0.0
659|4053|400|Oil, olive, salad or cooking|0.0
718|4583|400|Oil, mustard|0.0
660|4055|400|Oil, palm|0.0
8604|42231|400|Oil, flaxseed, cold pressed|0.0
669|4141|400|Salad dressing, french dressing, commercial, regular, without salt|0.0
661|4058|400|Oil, sesame, salad or cooking|0.0
662|4060|400|Oil, sunflower, linoleic (less than 60%)|0.0
717|4582|400|Oil, canola|0.0
663|4073|400|Margarine, regular, hard, soybean (hydrogenated)|0.0
665|4120|400|Salad dressing, french dressing, commercial, regular|0.0
666|4128|400|Margarine-like, vegetable oil spread, unspecified oils, approximately 37% fat, with salt|0.0
688|4528|400|Oil, walnut|0.0
6465|19918|1900|Sweetener, herbal extract powder from Stevia leaf|0.0
690|4530|400|Oil, apricot kernel|0.0
712|4573|400|Oil, ucuhuba butter|0.0
703|4549|400|Shortening industrial, lard and vegetable oil|0.0
4134|14021|1400|Beverages,  Energy drink, Citrus|0.0
704|4550|400|Shortening frying (heavy duty), beef tallow and cottonseed|0.0
705|4551|400|Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)|0.0
8562|42063|1900|Pectin, liquid|0.0
8561|42055|1400|Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame|0.0
706|4554|400|Shortening industrial, soybean (hydrogenated) and cottonseed|0.0
701|4546|400|Shortening bread, soybean (hydrogenated) and cottonseed|0.0
711|4572|400|Oil, nutmeg butter|0.0
710|4570|400|Shortening, confectionery, fractionated palm|0.0
707|4556|400|Shortening frying (heavy duty), palm (hydrogenated)|0.0
709|4560|400|Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)|0.0
708|4559|400|Shortening household soybean (hydrogenated) and palm|0.0
8709|43345|1400|Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie|0.0
702|4548|400|Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)|0.0
700|4545|400|Oil, sunflower, linoleic, (partially hydrogenated)|0.0
4135|14022|1400|Beverages, MONSTER energy drink, low carb|0.0
4223|14144|1400|Beverages, carbonated, lemon-lime soda, no caffeine|0.0
4209|14121|1400|Beverages, carbonated, club soda|0.0
4213|14130|1400|Carbonated beverage, cream soda|0.0
692|4532|400|Oil, hazelnut|0.0
4129|14013|1400|Alcoholic beverage, beer, light, low carb|0.0
693|4534|400|Oil, babassu|0.0
694|4536|400|Oil, sheanut|0.0
4222|14143|1400|Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine|0.0
699|4544|400|Shortening, household, lard and vegetable oil|0.0
4138|14026|1400|Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12|0.0
696|4541|400|Oil, cupu assu|0.0
6075|19034|2500|Snacks, popcorn, air-popped|0.0
4221|14142|1400|Beverages, carbonated, grape soda|0.0
698|4543|400|Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed|0.0
2|1003|100|Butter oil, anhydrous|0.0
691|4531|400|Oil, soybean lecithin|0.0
4166|14061|1400|Beverages, Energy Drink, sugar free|0.0
656|4042|400|Oil, peanut, salad or cooking|0.0
4158|14052|1400|Alcoholic beverage, distilled, whiskey, 86 proof|0.0
6207|19183|1900|Puddings, chocolate, ready-to-eat|0.0
6205|19181|1900|Candies, YORK BITES|0.0
8749|43514|1900|Frozen novelties, ice type, pop, with low calorie sweetener|0.0
6203|19176|1900|Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water|0.0
8654|43075|300|Fluid replacement, electrolyte solution (include PEDIALYTE)|0.0
6202|19175|1900|Gelatin desserts, dry mix, reduced calorie, with aspartame|0.0
4157|14051|1400|Alcoholic beverage, distilled, vodka, 80 proof|0.0
8678|43214|400|Butter replacement, without fat, powder|0.0
3567|11958|1100|Pickle relish, hamburger|0.0
1|1002|100|Butter, whipped, with salt|0.0
4155|14049|1400|Alcoholic beverage, distilled, gin, 90 proof|0.0
8544|36615|3600|DENNY'S, top sirloin steak|0.0
4173|14068|1400|Beverages, KELLOGG'S SPECIAL K20 protein powder|0.0
8646|43027|1900|Jellies, no sugar (with sodium saccharin), any flavors|0.0
6249|19234|1900|Puddings, tapioca, ready-to-eat, fat free|0.0
6297|19310|1900|Pectin, unsweetened, dry mix|0.0
4175|14074|1400|Beverages, ZEVIA, cola, caffeine free|0.0
6235|19218|1900|Puddings, tapioca, ready-to-eat|0.0
4161|14056|1400|Beverages, Acai berry drink, fortified|0.0
3553|11944|1100|Pickle relish, hot dog|0.0
3554|11945|1100|Pickle relish, sweet|0.0
6241|19225|1900|Desserts, rennin, tablets, unsweetened|0.0
3555|11946|1100|Pickles, cucumber, sour, low sodium|0.0
3556|11947|1100|Pickles, cucumber, dill, reduced sodium|0.0
3557|11948|1100|Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)|0.0
3547|11937|1100|Pickles, cucumber, dill or kosher dill|0.0
3551|11941|1100|Pickles, cucumber, sour|0.0
8675|43158|1900|Sweeteners, tabletop, saccharin (sodium saccharin)|0.0
4169|14064|1400|Beverages, Orange juice, light, No pulp|0.0
4170|14065|1400|Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch|0.0
3550|11940|1100|Pickles, cucumber, sweet (includes bread and butter pickles)|0.0
6221|19201|1900|Puddings, vanilla, ready-to-eat|0.0
4174|14073|1400|Beverages, ZEVIA, cola|0.0
336|3026|300|Babyfood, tropical fruit medley|0.0
655|4038|400|Oil, wheat germ|0.0
4142|14030|1400|Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12|0.0
8770|44005|400|Oil, corn, peanut, and olive|0.0
4189|14093|1400|Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified|0.0
8621|42281|1900|Gums, seed gums (includes locust bean, guar)|0.0
298|2050|200|Vanilla extract|0.0
4143|14031|1400|Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories|0.0
645|4023|400|Salad dressing, thousand island dressing, reduced fat|0.0
652|4031|400|Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)|0.0
300|2052|200|Vanilla extract, imitation, no alcohol|0.0
6256|19243|1900|Candies, HEATH BITES|0.0
6260|19248|1900|Candies, HERSHEY'S, ALMOND JOY BITES|0.0
8616|42270|1400|Beverages, Orange juice drink|0.0
6262|19250|1900|Candies, HERSHEY, KIT KAT BIG KAT Bar|0.0
653|4034|400|Oil, soybean, salad or cooking, (partially hydrogenated)|0.0
654|4037|400|Oil, rice bran|0.0
6263|19252|1900|Candies, REESE'S, FAST BREAK, milk chocolate peanut butter and soft nougats|0.0
534|3820|300|Child formula, MEAD JOHNSON, PORTAGEN, with iron, prepared from powder|0.0
3222|11529|1100|Tomatoes, red, ripe, raw, year round average (Solanum lycopersicum)|0.0
4179|14080|1400|Beverages, rich chocolate, powder|0.0
6182|19152|1900|Candies, ROLO Caramels in Milk Chocolate|0.0
4176|14075|1400|Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,|0.0
4177|14076|1400|Beverages, ICELANDIC, Glacial Natural spring water|0.0
4149|14038|1400|Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink|0.0
6173|19143|1900|Candies, MR. GOODBAR Chocolate Bar|0.0
6166|19136|1900|Candies, HERSHEY'S SKOR Toffee Bar|0.0
4180|14082|1400|Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG (Gerolsteiner), naturally sparkling, mineral bottled water|0.0
8626|42289|400|Oil, corn and canola|0.0
6161|19129|1900|Syrups, table blends, pancake|0.0
334|3024|300|Babyfood, water, bottled, GERBER, without added fluoride.|0.0
4148|14037|1400|Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof|0.0
4186|14090|1400|Beverages, Coconut water, ready-to-drink, unsweetened|0.0
4147|14036|1400|Beverages, CYTOSPORT, Muscle Milk, ready-to-drink|0.0
533|3819|300|Child formula, MEAD JOHNSON, PORTAGEN, with iron, powder, not reconstituted|0.0
719|4584|400|Oil, sunflower, high oleic (70% and over)|0.0
809|4697|400|Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D|0.0
4224|14145|1400|Beverages, carbonated, SPRITE, lemon-lime, without caffeine|0.0
4315|14258|1400|Beverages, OCEAN SPRAY, White Cranberry Peach|0.0
4317|14260|1400|Beverages, tea, green, brewed, decaffeinated|0.0
4318|14261|1400|Beverages, tea, green, ready to drink, unsweetened|0.0
4467|14635|1400|Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E|0.0
4465|14633|1400|Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C|0.0
4323|14268|1400|Beverages, Fruit punch drink, frozen concentrate|0.0
4324|14269|1400|Beverages, Fruit punch drink, frozen concentrate, prepared with water|0.0
4461|14629|1400|Beverages, Energy drink, ROCKSTAR|0.0
8159|28358|1800|GLUTINO, Gluten Free Wafers, Lemon Flavored|0.0
8157|28356|1800|GLUTINO, Gluten Free Cookies, Chocolate Vanilla Creme|0.0
4325|14270|1400|Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer|0.0
2235|9127|900|Grapefruit juice, pink or red, with added calcium|0.0
2238|9130|900|Grape juice, canned or bottled, unsweetened, with added ascorbic acid|0.0
4326|14276|1400|Beverages, Tropical Punch, ready-to-drink|0.0
4328|14278|1400|Beverages, tea, green, brewed, regular|0.0
4329|14279|1400|Beverages, tea, black, ready-to-drink, peach, diet|0.0
8136|28334|1800|Cookies, gluten-free, lemon wafer|0.0
8134|28332|1800|Cookies, gluten-free, chocolate sandwich, with creme filling|0.0
2243|9135|900|Grape juice, canned or bottled, unsweetened, without added ascorbic acid|0.0
4330|14280|1400|Beverages, tea, black, ready to drink, decaffeinated, diet|0.0
4331|14281|1400|Beverages, tea, black, ready to drink, decaffeinated|0.0
2251|9147|900|Jujube, Chinese, fresh, dried|0.0
2253|9149|900|Kumquats, raw (Fortunella spp.)|0.0
4459|14627|1400|Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12|0.0
4334|14285|1400|Beverages, OCEAN SPRAY, Ruby Red cranberry|0.0
4337|14288|1400|Lemonade, powder, prepared with water|0.0
4439|14605|1400|Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors|0.0
4438|14604|1400|Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener|0.0
4316|14259|1400|Beverages, OCEAN SPRAY, Light Cranberry, Concord Grape|0.0
4314|14257|1400|Beverages, OCEAN SPRAY, Light Cranberry|0.0
4281|14216|1400|Beverages, aloe vera juice drink, fortified with Vitamin C|0.0
4313|14256|1400|Beverages, OCEAN SPRAY, Cran Cherry|0.0
4286|14221|1400|Beverages, OCEAN SPRAY, Diet Cranberry Juice|0.0
4290|14226|1400|Beverages, OCEAN SPRAY, Light Cranberry and Raspberry Flavored Juice|0.0
4479|14649|1400|Beverages, tea, hibiscus, brewed|0.0
2154|9036|900|Apricot nectar, canned, without added ascorbic acid|0.0
4295|14235|1400|Beverages, OCEAN SPRAY, Diet Cran Cherry|0.0
4298|14238|1400|Beverages, cranberry-apple juice drink, bottled|0.0
4300|14240|1400|Beverages, cranberry-apricot juice drink, bottled|0.0
4476|14646|1400|Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C|0.0
4475|14645|1400|Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C|0.0
2176|9063|900|Cherries, sour, red, raw (Prunus cerasus)|0.0
2177|9064|900|Cherries, sour, red, canned, water pack, solids and liquids (includes USDA commodity red tart cherries, canned)|0.0
2179|9066|900|Cherries, sour, red, canned, heavy syrup pack, solids and liquids|0.0
2181|9068|900|Cherries, sour, red, frozen, unsweetened|0.0
2182|9070|900|Cherries, sweet, raw (Prunus avium)|0.0
2183|9071|900|Cherries, sweet, canned, water pack, solids and liquids|0.0
2184|9072|900|Cherries, sweet, canned, juice pack, solids and liquids|0.0
2185|9073|900|Cherries, sweet, canned, light syrup pack, solids and liquids|0.0
2186|9074|900|Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids|0.0
2188|9076|900|Cherries, sweet, frozen, sweetened|0.0
4474|14644|1400|Beverages, PEPSICO QUAKER, Gatorade G2, low calorie|0.0
4301|14241|1400|Beverages, cranberry-grape juice drink, bottled|0.0
4303|14243|1400|Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener|0.0
4306|14247|1400|Beverages, tea, black, ready to drink|0.0
4308|14250|1400|Beverages, AMBER, hard cider|0.0
4469|14637|1400|Water, with corn syrup and/or sugar and low calorie sweetener, fruit flavored|0.0
4310|14252|1400|Beverages, Malt liquor beverage|0.0
4312|14255|1400|Beverages, OCEAN SPRAY, Cran Pomegranate|0.0
4343|14297|1400|Beverages, lemonade-flavor drink, powder, prepared with water|0.0
4346|14309|1400|Beverages, OVALTINE, Classic Malt powder|0.0
4436|14601|1400|Beverages, WENDY'S, tea, ready-to-drink, unsweetened|0.0
4435|14599|1400|Beverages, Powerade Zero Ion4, calorie-free, assorted flavors|0.0
2352|9279|900|Plums, raw (Prunus spp.)|0.0
2353|9281|900|Plums, canned, purple, water pack, solids and liquids|0.0
2354|9282|900|Plums, canned, purple, juice pack, solids and liquids|0.0
2355|9283|900|Plums, canned, purple, light syrup pack, solids and liquids|0.0
2356|9284|900|Plums, canned, purple, heavy syrup pack, solids and liquids|0.0
4416|14533|1400|Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof|0.0
4415|14532|1400|Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof|0.0
4410|14462|1400|Beverages, Propel Zero, fruit-flavored, non-carbonated|0.0
4409|14461|1400|Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink|0.0
2461|9512|900|Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium|0.0
4408|14460|1400|Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.|0.0
4402|14436|1400|Beverages, orange breakfast drink, ready-to-drink, with added nutrients|0.0
